Probe	Symbol	acg	dlpfc	cb	amy	hc	nacc	new-mean-6	Symbol									
26043_at	UBXN7	4	16	1	16	13	10	0.51183894										
63931_at	MRPS14	3	0	4	16	13	2	0.511874686										
2696_at	GIPR	-3	17	5	11	14	-5	0.511986098										
9184_at	BUB3	2	-3	1	-1	12	11	0.512125796										
5372_at	PMM1	12	17	-3	-6	17	1	0.512146386										
5236_at	PGM1	2	10	2	16	7	6	0.512476648										
939_at	CD27	7	3	5	16	10	5	0.512477167										
2246_at	FGF1	11	-2	7	16	13	12	0.51250338										
207_at	AKT1	-3	8	15	2	5	14	0.512503693										
51430_at	C1orf9	-2	7	10	7	2	6	0.512525816										
4520_at	MTF1	7	-3	-3	-6	13	17	0.512716857										
65993_at	MRPS34	10	1	-4	7	-5	1	0.512808557										
344_at	APOC2	-5	-4	2	1	-2	2	0.512990667										
5727_at	PTCH1	4	7	17	13	14	12	0.513153612										
5480_at	PPIC	-3	10	9	-6	11	4	0.51329431										
6717_at	SRI	5	11	11	11	15	2	0.513487079										
57468_at	SLC12A5	14	9	-2	-5	-1	5	0.513651764										
257_at	ALX3	2	9	-2	-1	1	11	0.513697024										
5201_at	PFDN1	15	4	-6	10	3	9	0.513732835										
55267_at	C22orf26	16	15	4	-1	12	-3	0.513771777										
30062_at	RAX	16	-2	-2	11	13	-2	0.514011272										
79868_at	ALG13	7	15	1	2	6	16	0.514012277										
22934_at	RPIA	1	13	11	6	12	10	0.51425606										
3812_at	KIR3DL2	12	-5	14	1	5	17	0.514367302										
51293_at	CD320	-6	3	14	13	17	0	0.514374166										
10534_at	SSSCA1	9	-2	4	10	8	12	0.514404033										
902_at	CCNH	7	14	11	13	17	8	0.51451866										
5654_at	HTRA1	-5	-6	-4	15	-4	9	0.514582236										
55365_at	TMEM176A	4	1	8	4	-2	3	0.514732253										
8406_at	SRPX	5	-2	-3	0	17	8	0.514767889										
23309_at	SIN3B	12	7	-3	6	-2	8	0.514825681										
3663_at	IRF5	10	2	16	-3	-3	-6	0.515018902										
57048_at	PLSCR3	12	0	0	12	-5	3	0.515041361										
25864_at	ABHD14A	3	3	0	-1	-2	-4	0.515395781										
8754_at	ADAM9	1	12	2	7	0	1	0.515463504										
83714_at	NRIP2	10	8	17	-1	11	16	0.515500526										
339_at	APOBEC1	-1	16	1	9	8	1	0.515737183										
55279_at	ZNF654	-2	15	6	11	-2	-1	0.5157682										
81627_at	C1orf25	8	-3	12	6	6	12	0.515816856										
1493_at	CTLA4	-5	3	13	-2	10	-2	0.516374418										
25907_at	TMEM158	15	17	9	3	3	-3	0.516521547										
64897_at	C12orf43	-3	5	1	10	-3	8	0.516853601										
79724_at	ZNF768	7	7	-6	4	4	13	0.516889071										
3239_at	HOXD13	6	10	-1	8	-2	9	0.516909671										
1669_at	DEFA4	3	7	7	6	-2	9	0.516994206										
6915_at	TBXA2R	6	11	-1	2	10	11	0.517032836										
2196_at	FAT2	-5	7	2	7	17	-2	0.517109091										
54930_at	HAUS4	6	-2	10	10	7	-5	0.517134533										
4637_at	MYL6	-1	15	12	-6	8	-5	0.517186565										
90121_at	TSR2	6	10	-3	-6	-5	7	0.51719319										
3641_at	INSL4	-6	-5	9	-3	-5	-1	0.517548967										
5860_at	QDPR	8	-3	12	-1	-5	10	0.51756124										
51065_at	RPS27L	-6	14	10	-3	7	-1	0.51759753										
55329_at	MNS1	8	10	-5	13	5	7	0.517641473										
50_at	ACO2	2	4	7	13	9	-2	0.517727463										
4058_at	LTK	-6	2	10	1	-5	5	0.517757799										
5602_at	MAPK10	1	15	10	17	-5	-5	0.517777796										
130_at	ADH6	16	5	-2	9	15	10	0.518057514										
55667_at	DENND4C	-1	3	2	5	15	6	0.51813585										
54834_at	GDAP2	-6	1	14	16	-6	10	0.518258788										
80024_at	SLC24A6	-4	4	12	15	6	15	0.51827117										
64963_at	MRPS11	15	10	7	17	13	14	0.51833449										
9736_at	USP34	10	-2	2	14	5	7	0.518977809										
55734_at	ZFP64	11	7	10	3	16	-1	0.51911042										
6557_at	SLC12A1	4	-3	-2	2	0	4	0.519166884										
22807_at	IKZF2	12	8	10	0	16	7	0.519209325										
6344_at	SCTR	11	2	-5	17	8	12	0.519366525										
84779_at	NAA11	12	3	7	-6	7	-2	0.519405545										
10079_at	ATP9A	15	14	-2	11	16	16	0.519676759										
79714_at	CCDC51	1	8	-4	7	9	0	0.519773048										
64208_at	POPDC3	1	7	1	14	12	7	0.5198951										
2006_at	ELN	10	12	-2	8	-3	10	0.520018218										
343_at	AQP8	2	1	9	-1	-3	-5	0.520077604										
50943_at	FOXP3	-3	1	-1	14	-3	17	0.520105117										
9515_at	STXBP5L	14	6	-6	10	14	12	0.520430136										
347733_at	TUBB2B	2	14	11	-6	15	-4	0.520608399										
115353_at	LRRC42	0	11	4	4	17	-4	0.520633262										
5798_at	PTPRN	12	8	12	4	-4	11	0.520697865										
7314_at	UBB	-5	-2	5	-5	8	3	0.520716334										
6936_at	C2orf3	15	15	13	2	6	9	0.520758729										
9935_at	MAFB	-4	7	9	5	4	4	0.520927385										
54891_at	INO80D	-5	-2	12	-3	-4	13	0.520929763										
26057_at	ANKRD17	10	16	-4	14	8	-5	0.520997446										
9415_at	FADS2	8	7	4	1	7	14	0.521014788										
11238_at	CA5B	-5	-4	13	15	7	6	0.521216075										
65987_at	KCTD14	6	-5	9	5	7	-4	0.521275159										
5493_at	PPL	4	6	9	12	-1	6	0.521547955										
5165_at	PDK3	-3	-3	8	10	7	5	0.521830295										
79058_at	ASPSCR1	7	-6	-6	11	6	3	0.521901475										
10555_at	AGPAT2	12	10	-2	-1	-3	-4	0.52190331										
2300_at	FOXL1	13	12	-1	16	14	9	0.522046549										
51635_at	DHRS7	0	1	8	-3	-6	3	0.522063216										
55159_at	RFWD3	15	4	5	10	-2	16	0.522088562										
4948_at	OCA2	-3	3	9	-3	7	-4	0.522237134										
1472_at	CST4	-6	-5	12	-6	17	16	0.522260512										
5269_at	SERPINB6	7	12	6	3	6	-1	0.522419354										
491_at	ATP2B2	17	-1	-4	8	1	2	0.522828943										
7263_at	TST	8	-3	2	15	16	12	0.522945742										
10993_at	SDS	16	12	-1	12	14	1	0.523030925										
221692_at	PHACTR1	12	9	-3	14	12	11	0.523035028										
7385_at	UQCRC2	-2	13	-3	-6	8	5	0.52316464										
11001_at	SLC27A2	-4	15	7	11	6	9	0.5232429										
23243_at	ANKRD28	13	15	10	8	17	6	0.523283221										
11228_at	RASSF8	16	3	14	16	-6	6	0.523436992										
11047_at	ADRM1	-2	0	10	9	6	2	0.523565299										
3831_at	KLC1	10	5	1	10	3	12	0.523869759										
7846_at	TUBA1A	-1	-2	11	-4	16	13	0.523879605										
6710_at	SPTB	11	-2	-5	0	7	-1	0.52398319										
81628_at	TSC22D4	9	15	-5	13	9	16	0.524109902										
4680_at	CEACAM6	-1	-2	2	10	8	13	0.524131654										
8789_at	FBP2	16	11	1	9	-3	12	0.524136876										
10635_at	RAD51AP1	-3	1	-2	14	12	8	0.524313852										
9362_at	CPNE6	-3	7	-1	7	-4	-5	0.52432										
10170_at	DHRS9	16	-4	1	17	-4	9	0.524352974										
9044_at	BTAF1	16	16	10	-3	4	5	0.524360457										
3606_at	IL18	-6	-2	9	13	5	7	0.524499535										
11099_at	PTPN21	3	16	15	16	1	-6	0.52451804										
26291_at	FGF21	-5	4	15	4	15	8	0.524802818										
55018_at	C17orf73	9	0	9	2	-3	-3	0.524814038										
10768_at	AHCYL1	6	9	0	0	14	2	0.525102049										
442240_at	ZNF259P1	16	14	-3	3	6	-4	0.525209702										
1207_at	CLNS1A	3	7	6	2	8	5	0.525297597										
9807_at	IP6K1	15	7	16	7	4	12	0.525340677										
50863_at	NTM	11	7	-5	13	11	0	0.525372852										
63973_at	NEUROG2	-3	7	6	11	17	1	0.52558771										
55853_at	C10orf110	4	-4	4	-2	15	6	0.525734678										
1544_at	CYP1A2	17	13	13	11	16	1	0.525791088										
8936_at	WASF1	3	13	8	8	-2	6	0.525861331										
10164_at	CHST4	15	-4	16	11	-5	0	0.525919715										
4082_at	MARCKS	-3	-5	-4	-4	-5	1	0.525925598										
25932_at	CLIC4	9	-5	9	0	16	4	0.525986148										
6653_at	SORL1	-2	-2	17	14	17	11	0.526091367										
51335_at	NGRN	10	6	4	8	-2	7	0.526187209										
23436_at	CELA3B	14	16	15	-6	1	13	0.52623244										
3645_at	INSRR	12	-2	8	7	-4	13	0.52647793										
23221_at	RHOBTB2	-4	13	12	9	1	12	0.526914021										
8850_at	KAT2B	3	14	-1	15	14	15	0.526966049										
57787_at	MARK4	15	-4	-2	6	4	-4	0.527195972										
1514_at	CTSL1	10	15	16	4	8	9	0.527351525										
23313_at	C22orf9	5	-1	10	3	-3	1	0.527402131										
10113_at	PREB	10	7	12	-2	8	-4	0.527469359										
8969_at	HIST1H2AG	5	5	3	-5	0	2	0.527475945										
84168_at	ANTXR1	11	7	0	17	2	6	0.527742712										
5352_at	PLOD2	4	17	6	2	9	4	0.527750178										
80205_at	CHD9	4	14	-1	13	10	15	0.528491493										
389136_at	VGLL3	-6	5	8	16	14	7	0.528501806										
124_at	ADH1A	17	6	7	1	4	7	0.528555998										
390892_at	OR7A10	14	-3	-1	16	-5	8	0.528797873										
5588_at	PRKCQ	17	-4	7	-4	-5	4	0.528921058										
2826_at	CCR10	7	10	5	0	-4	3	0.528949992										
284119_at	PTRF	9	9	-6	5	-5	15	0.529129009										
54677_at	CROT	-2	13	10	3	9	12	0.529182232										
27246_at	RNF115	6	6	-5	12	9	8	0.529813282										
25823_at	TPSG1	4	-5	-2	10	11	16	0.530213346										
55114_at	ARHGAP17	3	2	13	7	10	17	0.53065559										
26009_at	ZZZ3	8	14	-4	7	15	16	0.530845062										
9097_at	USP14	4	13	-3	2	-4	9	0.530957827										
51160_at	VPS28	16	17	-6	14	-3	-4	0.531019322										
79175_at	ZNF343	3	5	-1	8	7	7	0.531165941										
975_at	CD81	4	3	-4	2	2	5	0.53119501										
23424_at	TDRD7	13	13	9	15	0	4	0.531293867										
6738_at	TROVE2	1	-6	5	-4	13	8	0.531311616										
56965_at	PARP6	0	10	-1	12	-4	-4	0.53142108										
8913_at	CACNA1G	12	11	16	1	6	14	0.531422039										
26103_at	LRIT1	-5	6	15	-2	-4	13	0.531552056										
11189_at	CELF3	15	-3	10	7	17	-4	0.531843665										
72_at	ACTG2	13	9	12	11	-6	-6	0.532188581										
6886_at	TAL1	-2	9	-1	14	-4	6	0.532414082										
5801_at	PTPRR	3	-2	15	9	13	-4	0.53242406										
5082_at	PDCL	6	-5	-2	10	-4	3	0.532591846										
9194_at	SLC16A7	6	-2	-6	7	14	9	0.532728242										
9037_at	SEMA5A	14	-2	9	-3	14	16	0.532909224										
1512_at	CTSH	7	13	6	17	17	9	0.532945731										
4897_at	NRCAM	6	3	0	10	14	-6	0.533324061										
3739_at	KCNA4	0	-3	-6	16	10	7	0.533365866										
204_at	AK2	1	2	17	13	1	13	0.533366826										
11337_at	GABARAP	16	-4	1	15	16	16	0.533450684										
145389_at	SLC38A6	-2	8	10	14	8	-3	0.53354788										
3667_at	IRS1	6	16	-4	3	-4	8	0.534129644										
55048_at	VPS37C	-1	9	11	9	17	13	0.534286208										
4303_at	FOXO4	12	1	14	2	9	-6	0.534526461										
10078_at	TSSC4	17	9	5	3	11	-4	0.534566162										
11081_at	KERA	15	14	4	3	17	10	0.534631237										
4665_at	NAB2	5	4	16	4	10	-3	0.534739688										
56100_at	PCDHGB6	3	1	-3	6	-5	5	0.534911682										
2774_at	GNAL	-2	9	5	-6	10	-3	0.53526407										
5098_at	PCDHGC3	3	6	0	15	-3	3	0.535378449										
84934_at	C12orf52	15	-3	11	8	-3	11	0.535387131										
3859_at	KRT12	-6	6	2	13	5	4	0.535790038										
27067_at	STAU2	-5	7	7	6	-4	-6	0.535920456										
64858_at	DCLRE1B	4	6	2	-3	13	3	0.535968113										
5229_at	PGGT1B	3	9	-6	17	4	4	0.536238706										
2903_at	GRIN2A	-5	4	-5	10	10	-6	0.53647535										
8916_at	HERC3	0	3	17	-2	2	9	0.536508555										
5311_at	PKD2	6	-5	-3	-5	4	11	0.536562856										
55262_at	C7orf43	-4	7	7	7	-1	11	0.536573692										
7571_at	ZNF23	6	15	4	1	11	8	0.536729434										
83444_at	INO80B	17	13	15	8	6	5	0.537904205										
51382_at	ATP6V1D	16	13	9	14	-6	15	0.537964322										
2692_at	GHRHR	-5	-3	-2	16	6	10	0.538353506										
9889_at	ZBED4	15	7	6	4	-6	13	0.538512547										
4043_at	LRPAP1	1	8	-2	7	-5	3	0.538618151										
4332_at	MNDA	17	17	9	11	12	10	0.538929153										
5286_at	PIK3C2A	4	-5	5	-6	15	0	0.539081513										
7011_at	TEP1	0	6	1	17	16	8	0.539088572										
84830_at	C6orf105	13	-2	-4	10	-3	-3	0.539130855										
27034_at	ACAD8	-4	17	10	9	7	5	0.539225746										
8407_at	TAGLN2	10	1	-1	12	5	1	0.539272934										
5306_at	PITPNA	8	7	11	-5	6	2	0.539355479										
4314_at	MMP3	-3	2	8	-5	-6	16	0.539447302										
10395_at	DLC1	9	8	10	-4	-5	-4	0.539662944										
65055_at	REEP1	7	5	13	-1	8	8	0.539684251										
56953_at	NT5M	13	10	16	-3	17	-4	0.539884332										
2908_at	NR3C1	11	14	0	4	11	-5	0.539942211										
7389_at	UROD	0	2	10	16	5	-4	0.540035969										
3671_at	ISLR	-3	9	14	9	11	12	0.54007622										
26707_at	OR2J2	-6	-3	14	-3	2	7	0.540193402										
1289_at	COL5A1	2	15	13	14	1	2	0.54041643										
1953_at	MEGF6	9	2	1	6	-6	9	0.540676801										
6038_at	RNASE4	4	16	-1	17	10	-5	0.541002177										
51637_at	C14orf166	-1	-5	7	-2	6	2	0.54128763										
114908_at	TMEM123	6	16	-6	-2	3	16	0.541740516										
23495_at	TNFRSF13B	15	0	3	-3	1	-6	0.541788888										
7357_at	UGCG	7	-2	17	2	16	8	0.542161369										
79852_at	EPHX3	14	2	9	10	7	8	0.54220018										
5909_at	RAP1GAP	8	7	-1	6	12	0	0.542630371										
23090_at	ZNF423	3	6	8	12	16	15	0.543222969										
63978_at	PRDM14	-2	2	4	11	-2	-3	0.543239723										
55843_at	ARHGAP15	3	-4	0	9	10	6	0.543371375										
527_at	ATP6V0C	13	1	8	4	0	-1	0.543545307										
29966_at	STRN3	7	9	3	1	17	8	0.543748026										
28662_at	TRAV21	-1	2	-3	15	2	-4	0.543768864										
5910_at	RAP1GDS1	8	-6	11	-2	-4	3	0.544054154										
8940_at	TOP3B	-4	15	-3	11	-1	5	0.544158709										
55738_at	ARFGAP1	9	9	0	11	2	11	0.544311048										
6748_at	SSR4	17	-3	16	-1	11	12	0.544457519										
5167_at	ENPP1	11	4	16	1	6	8	0.544618202										
8193_at	DPF1	16	16	13	5	-5	-2	0.545232122										
5031_at	P2RY6	0	-5	7	-4	7	8	0.545918489										
4023_at	LPL	14	12	9	-2	-1	5	0.54595944										
4313_at	MMP2	16	17	0	4	15	3	0.546013803										
284403_at	WDR62	15	-5	-4	-6	11	-4	0.546516231										
27284_at	SULT1B1	16	6	-1	13	14	7	0.546578071										
10228_at	STX6	5	-5	8	13	4	-1	0.546790856										
375790_at	AGRN	-1	8	1	7	3	13	0.54715165										
230_at	ALDOC	-5	-1	11	-5	-6	2	0.547292929										
57115_at	PGLYRP4	-5	4	11	13	4	3	0.547465289										
26092_at	TOR1AIP1	-6	-5	4	15	-6	17	0.547501191										
1369_at	CPN1	16	7	1	5	8	9	0.547776321										
79886_at	C9orf82	4	-6	5	-1	9	12	0.547877857										
25961_at	NUDT13	-4	-5	0	-3	15	6	0.547935601										
8402_at	SLC25A11	6	13	15	9	9	9	0.548148238										
9320_at	TRIP12	1	-5	2	-1	-1	7	0.548341842										
30848_at	CTAG2	17	13	11	7	14	11	0.54870525										
9666_at	DZIP3	-6	16	-6	2	1	-5	0.54895178										
2203_at	FBP1	14	4	16	14	7	10	0.549039492										
7009_at	TMBIM6	0	-3	-1	17	2	-5	0.54922488										
2147_at	F2	2	16	11	-4	-4	7	0.54928977										
54741_at	LEPROT	7	16	14	-6	11	5	0.549342556										
23673_at	STX12	3	12	2	-3	13	10	0.549467193										
64320_at	RNF25	7	7	16	7	12	9	0.549556968										
2287_at	FKBP3	6	-5	2	-4	8	-3	0.549603559										
8915_at	BCL10	-1	-3	-3	5	1	15	0.549605485										
1113_at	CHGA	11	3	8	-2	-3	10	0.549856116										
1137_at	CHRNA4	10	4	-1	17	14	13	0.549918385										
56890_at	MDM1	-3	-5	6	-5	15	11	0.550029904										
28959_at	TMEM176B	5	8	-1	-1	-4	3	0.550031933										
5028_at	P2RY1	16	11	0	-3	-2	-5	0.550141828										
9701_at	SAPS2	-4	8	11	6	-3	17	0.550168881										
219_at	ALDH1B1	1	7	-4	16	9	1	0.550194934										
9455_at	HOMER2	-3	-6	11	10	3	11	0.550529427										
51659_at	GINS2	7	-4	10	16	16	9	0.550583924										
4986_at	OPRK1	11	-3	14	8	4	-2	0.551204913										
4139_at	MARK1	-1	-1	-3	10	2	13	0.551373719										
26471_at	NUPR1	14	15	-6	1	14	-2	0.551465263										
28584_at	TRBV10-2	3	-5	6	11	9	17	0.551493735										
222487_at	GPR97	0	17	-3	8	14	0	0.551607875										
60559_at	SPCS3	9	-4	-6	-3	16	1	0.551694841										
50615_at	IL21R	-5	3	16	-2	9	14	0.55183641										
254359_at	ZDHHC24	-3	2	0	16	6	7	0.551924997										
8707_at	B3GALT2	5	-4	12	8	-1	17	0.552211543										
7204_at	TRIO	-5	-5	-1	9	-2	11	0.552407331										
51266_at	CLEC1B	7	10	17	1	1	-5	0.552477258										
1510_at	CTSE	12	9	6	16	-6	-6	0.552618605										
9902_at	MRC2	-2	11	-5	15	5	12	0.552752765										
4947_at	OAZ2	11	2	-5	0	14	6	0.552828036										
6770_at	STAR	14	9	-6	-4	7	9	0.552910731										
7020_at	TFAP2A	-3	2	3	0	-3	13	0.553007478										
25874_at	BRP44	1	-4	4	12	5	4	0.553175133										
23743_at	BHMT2	14	5	-4	-4	9	12	0.55354922										
55601_at	DDX60	16	14	7	15	6	15	0.553587071										
9690_at	UBE3C	3	11	9	7	3	16	0.554122339										
3189_at	HNRNPH3	5	17	3	-5	-6	14	0.554326432										
9900_at	SV2A	11	7	12	3	16	16	0.554479789										
11264_at	PXMP4	16	0	12	14	3	-4	0.554511482										
25897_at	RNF19A	-1	12	6	14	11	5	0.554585252										
5407_at	PNLIPRP1	10	8	11	11	15	10	0.554593142										
55178_at	RNMTL1	11	-5	-2	13	15	10	0.554796931										
7555_at	CNBP	5	15	-2	-3	10	-2	0.554889218										
4233_at	MET	15	0	13	3	-6	-4	0.554894979										
3336_at	HSPE1	17	-4	16	17	8	-3	0.5549023										
9229_at	DLGAP1	1	-5	11	12	-2	-1	0.555339904										
9907_at	KIAA0415	12	7	11	12	1	11	0.55548425										
1580_at	CYP4B1	11	-5	15	11	17	3	0.555564513										
3381_at	IBSP	12	14	0	-6	9	7	0.555612053										
27020_at	NPTN	7	12	8	6	-4	9	0.555908716										
8639_at	AOC3	14	9	11	0	13	14	0.55629544										
2691_at	GHRH	16	4	14	12	10	-6	0.556503597										
1739_at	DLG1	8	17	6	-5	15	-5	0.55655502										
7709_at	ZBTB17	-5	15	17	-1	-1	-2	0.556576442										
2251_at	FGF6	17	11	-4	11	-4	4	0.557040309										
148066_at	ZNRF4	13	14	10	0	3	0	0.557250462										
26532_at	OR10H3	14	-2	3	11	-3	-5	0.557523298										
2181_at	ACSL3	5	10	10	-5	12	17	0.557675558										
10402_at	ST3GAL6	-3	-3	-6	10	14	14	0.557678458										
2787_at	GNG5	-3	17	0	-6	13	-6	0.557681254										
676_at	BRDT	12	0	10	10	15	5	0.557900581										
275_at	AMT	-6	12	14	11	7	13	0.557926636										
9159_at	PCSK7	8	7	2	6	-1	10	0.558054672										
51540_at	SCLY	-1	-3	6	17	-2	13	0.558126225										
11077_at	HSF2BP	0	6	-2	15	-1	6	0.558275114										
1906_at	EDN1	-3	16	11	8	-3	-3	0.558290299										
4352_at	MPL	16	17	16	-3	2	4	0.558324105										
2566_at	GABRG2	-6	-1	0	-3	6	-1	0.558401921										
6447_at	SCG5	13	-1	6	-1	-5	12	0.55850436										
9205_at	ZMYM5	11	0	14	-4	7	9	0.558559532										
3106_at	HLA-B	9	11	15	6	6	5	0.558924136										
79098_at	C1orf116	13	1	13	11	-2	0	0.558964727										
10197_at	PSME3	-4	2	10	9	1	9	0.559015368										
25805_at	BAMBI	13	14	7	11	5	13	0.559291153										
623_at	BDKRB1	8	2	14	17	7	6	0.55953356										
3753_at	KCNE1	16	5	7	4	11	16	0.559765888										
90665_at	TBL1Y	-4	9	-2	12	1	-4	0.560173957										
10897_at	YIF1A	3	16	13	13	10	-2	0.560192589										
10490_at	VTI1B	-6	8	8	-6	9	15	0.56027325										
2822_at	GPLD1	3	5	16	1	5	-3	0.560366818										
54210_at	TREM1	-6	2	11	-3	-1	8	0.560430579										
51285_at	RASL12	1	2	4	1	13	-5	0.56051723										
4191_at	MDH2	9	1	14	17	8	7	0.560644599										
23274_at	CLEC16A	-2	12	17	7	8	13	0.561097262										
65005_at	MRPL9	-3	15	12	-1	4	12	0.561308548										
10982_at	MAPRE2	14	-1	1	17	8	16	0.561358585										
78989_at	COLEC11	17	6	11	6	-5	7	0.56164837										
22872_at	SEC31A	7	14	11	4	8	13	0.561998644										
9255_at	AIMP1	9	8	16	14	7	7	0.562021798										
4521_at	NUDT1	1	10	15	-6	10	-2	0.562095826										
28793_at	IGLV3-25	1	14	16	7	-5	8	0.562098271										
7142_at	TNP2	6	10	-3	16	4	5	0.562371796										
582_at	BBS1	-1	8	-4	-4	7	17	0.562406779										
80746_at	TSEN2	7	9	-1	6	5	8	0.56247949										
10574_at	CCT7	-3	-3	10	-4	17	-3	0.562567281										
3178_at	HNRNPA1	6	12	-4	-2	14	16	0.562785863										
8099_at	CDK2AP1	10	-6	9	-5	14	9	0.562944506										
79990_at	PLEKHH3	0	12	7	-6	-2	1	0.563024807										
6397_at	SEC14L1	1	-6	4	10	-3	13	0.563059499										
91647_at	ATPAF2	-4	13	16	14	-1	-6	0.563341557										
10241_at	CALCOCO2	-1	17	17	10	-1	0	0.563464555										
84196_at	USP48	6	14	0	2	-3	8	0.563759697										
4057_at	LTF	-1	10	4	2	-4	-5	0.56414854										
2512_at	FTL	2	4	6	8	4	-3	0.564274318										
80833_at	APOL3	17	-5	17	0	15	-4	0.564313263										
1457_at	CSNK2A1	17	-2	4	17	2	-6	0.564336173										
23429_at	RYBP	7	-6	8	12	11	16	0.564441828										
55847_at	CISD1	-3	4	0	-2	12	1	0.564456132										
3221_at	HOXC4	17	-1	-4	12	-5	12	0.564585506										
2638_at	GC	-6	10	6	17	-2	8	0.564897476										
56269_at	IRGC	6	2	-1	16	-4	11	0.565232678										
64799_at	IQCH	1	11	10	-6	7	11	0.565687872										
60313_at	GPBP1L1	3	-6	16	1	0	-6	0.56623685										
6369_at	CCL24	3	10	-6	-6	10	-2	0.566373158										
10265_at	IRX5	-5	2	1	3	4	13	0.566400182										
55663_at	ZNF446	6	0	-1	4	-4	-5	0.566422802										
23075_at	SWAP70	0	16	13	10	17	-6	0.566612671										
1266_at	CNN3	1	16	-2	-2	9	-3	0.566715031										
13_at	AADAC	17	12	17	-6	12	16	0.566947421										
79725_at	THAP9	15	0	-3	-4	15	4	0.567025652										
51082_at	POLR1D	-6	6	0	-5	-4	-3	0.567200699										
3113_at	HLA-DPA1	10	9	5	7	15	4	0.567238618										
442194_at	OR10C1	-1	0	13	17	-5	14	0.567276332										
5435_at	POLR2F	15	0	0	-6	-5	11	0.567445157										
51090_at	PLLP	9	-3	-3	0	-2	8	0.567636249										
29086_at	C19orf62	4	0	4	15	-2	12	0.567654699										
79968_at	WDR76	5	0	-3	16	-4	16	0.567791657										
9861_at	PSMD6	3	11	5	15	12	5	0.568216975										
114625_at	ERMAP	-5	14	9	11	2	6	0.568247773										
3597_at	IL13RA1	0	11	10	9	7	7	0.56867709										
5136_at	PDE1A	-1	-2	17	11	17	11	0.568770413										
51507_at	C20orf43	6	17	9	17	17	16	0.568826104										
54998_at	AURKAIP1	16	7	16	-6	2	-3	0.56911312										
3620_at	IDO1	0	11	9	4	15	13	0.56923901										
51271_at	UBAP1	15	16	-6	15	7	-6	0.569662048										
7249_at	TSC2	16	-3	17	10	-3	-5	0.569915672										
56674_at	TMEM9B	1	0	14	0	4	6	0.569922241										
1359_at	CPA3	15	4	9	13	13	3	0.570322648										
2273_at	FHL1	-4	7	-4	16	15	-4	0.570565396										
2700_at	GJA3	11	17	-4	-2	0	16	0.570594996										
128_at	ADH5	4	15	4	14	12	16	0.570652182										
2820_at	GPD2	9	8	1	13	-4	6	0.571312989										
58530_at	LY6G6D	15	5	-2	15	8	-3	0.571410909										
51224_at	TCEB3B	12	-3	6	5	12	-3	0.571562773										
11043_at	MID2	17	3	3	9	3	-5	0.571810744										
5101_at	PCDH9	9	-5	15	9	6	14	0.57194378										
64067_at	NPAS3	2	11	-3	-1	12	5	0.571951651										
4695_at	NDUFA2	-2	16	9	-6	12	13	0.572200308										
51700_at	CYB5R2	8	12	-6	-4	13	8	0.572240607										
10730_at	YME1L1	2	12	2	2	-1	5	0.572262378										
79946_at	C10orf95	11	8	3	7	-3	10	0.572320488										
170679_at	PSORS1C1	15	17	15	4	14	-5	0.572368528										
1796_at	DOK1	16	9	14	13	14	17	0.572504646										
64747_at	MFSD1	4	17	16	9	-3	7	0.572508988										
51315_at	KRCC1	1	-2	11	-2	9	0	0.572554941										
23746_at	AIPL1	-4	-1	7	9	-4	0	0.572565676										
3036_at	HAS1	-4	14	17	16	0	15	0.573270403										
9628_at	RGS6	15	-3	14	11	0	8	0.573390622										
27324_at	TOX3	5	-3	6	2	13	16	0.573551279										
401_at	PHOX2A	-4	7	-5	-4	7	13	0.573765784										
2068_at	ERCC2	14	9	14	12	13	9	0.574223216										
9656_at	MDC1	-5	-4	-3	1	5	8	0.574349142										
522_at	ATP5J	-5	11	15	6	4	-4	0.574909937										
5955_at	RCN2	5	13	14	-1	16	11	0.575360736										
23511_at	NUP188	-5	-3	-2	1	8	16	0.575395978										
11334_at	TUSC2	9	5	0	11	1	4	0.575740971										
10362_at	HMG20B	5	-4	-4	-6	12	1	0.576348686										
6001_at	RGS10	14	14	4	12	15	10	0.576731737										
23552_at	CDK20	-5	-4	13	4	10	13	0.576781624										
658_at	BMPR1B	-6	0	9	13	6	7	0.576978153										
55788_at	LMBRD1	5	-4	-1	-5	15	17	0.577242514										
80117_at	ARL14	-2	5	13	9	4	0	0.577435427										
2033_at	EP300	7	1	0	7	2	11	0.577537796										
55197_at	RPRD1A	16	17	12	14	8	-1	0.577594138										
9306_at	SOCS6	6	2	9	9	11	8	0.57794929										
6416_at	MAP2K4	12	0	7	15	-5	-5	0.579056389										
54908_at	CCDC99	-2	-6	17	15	13	1	0.579186829										
57599_at	WDR48	10	-1	-1	-6	15	5	0.579354389										
55905_at	RNF114	4	-3	-4	-3	-6	-2	0.579376325										
1152_at	CKB	11	-6	4	14	13	-2	0.58034841										
54985_at	HCFC1R1	17	5	-4	0	-6	-1	0.580401907										
9581_at	PREPL	6	2	7	15	15	2	0.580463983										
55037_at	PTCD3	9	14	-3	17	16	3	0.580741488										
29108_at	PYCARD	3	11	9	10	12	11	0.580965429										
26212_at	OR2B6	14	-4	2	-5	9	-2	0.581210058										
1436_at	CSF1R	-5	3	-1	10	-5	1	0.581367514										
7159_at	TP53BP2	5	15	-4	17	15	-1	0.581995057										
56667_at	MUC13	-1	3	17	4	-1	10	0.582100777										
5813_at	PURA	7	6	-5	2	14	5	0.582109505										
